1.494819803027423E+08	1.166705563891368E+07	1.676682073877752E+04
1.491789019868286E+08	1.453627399551048E+07	4.604481127135642E+04
1.488332677123796E+08	1.738683372109468E+07	7.397883431650512E+04
1.484443848566005E+08	2.022741951447760E+07	1.014403214013437E+05
1.480120787653095E+08	2.305953661096625E+07	1.286393014678713E+05
1.475363440444062E+08	2.588331576215631E+07	1.556568381515704E+05
1.470172531534696E+08	2.869841922241912E+07	1.825310279669594E+05
1.464549260747479E+08	3.150430698007936E+07	2.092807386282887E+05
1.458495164940003E+08	3.430033692131406E+07	2.359152422409113E+05
1.452012069400156E+08	3.708581442392358E+07	2.624382240373585E+05
1.445102151152454E+08	3.985990932116892E+07	2.888410246448256E+05
1.437767757482425E+08	4.262177691959508E+07	3.151126304295417E+05
1.430010508015201E+08	4.537090725821193E+07	3.413271346600503E+05
1.421834010595618E+08	4.810653884220488E+07	3.674732108707689E+05
1.413241232292266E+08	5.082788915134984E+07	3.934940433660410E+05
1.404235262162958E+08	5.353415868517269E+07	4.193796423641667E+05
1.394819618635713E+08	5.622466043498258E+07	4.451294770500027E+05
1.384997888452269E+08	5.889866048309223E+07	4.707378476631194E+05
1.374773844246671E+08	6.155543299255049E+07	4.961988616191037E+05
1.364151443303452E+08	6.419426237878782E+07	5.215065563722104E+05
1.353134819886758E+08	6.681444392602481E+07	5.466549227697477E+05
1.341728275076085E+08	6.941528384596556E+07	5.716378957803175E+05
1.329936279926411E+08	7.199610154066625E+07	5.964494270452000E+05
1.317763466796318E+08	7.455622980240211E+07	6.210834562751763E+05
1.305214617426856E+08	7.709501432439463E+07	6.455341708177887E+05
1.292294661136050E+08	7.961181658394207E+07	6.697961262341365E+05
1.279008659603615E+08	8.210601548051171E+07	6.938653167309463E+05
1.265361550430057E+08	8.457685611723879E+07	7.177211488798037E+05
1.251358367157708E+08	8.702367929978244E+07	7.413425912266858E+05
1.237003891614383E+08	8.944612859913152E+07	7.647695640513450E+05
1.222304922107865E+08	9.184362755682488E+07	7.879832881606556E+05
1.207267195973477E+08	9.421563046751721E+07	8.109749023014307E+05
1.191896503180653E+08	9.656160904537885E+07	8.337393435237706E+05
1.176198576393047E+08	9.888105323153016E+07	8.562716364077926E+05
1.160178362102844E+08	1.011734773504721E+08	8.785667965441644E+05
1.143843103095195E+08	1.034383958368309E+08	9.006205398642495E+05
1.127198938739371E+08	1.056753489135854E+08	9.224281717259362E+05
1.110252077497730E+08	1.078838948477511E+08	9.439857253365815E+05
1.093008794574914E+08	1.100636092720395E+08	9.652887406800687E+05
1.075475421163567E+08	1.122140857753659E+08	9.863332088635936E+05
1.057656267022498E+08	1.143349619905260E+08	1.007297731091522E+06
1.039555661357241E+08	1.164258924114713E+08	1.028364681504585E+06
1.021180070706616E+08	1.184865231389028E+08	1.049530568248488E+06
1.002535995289220E+08	1.205165176302507E+08	1.070791962794855E+06
9.836299656282067E+07	1.225155566342077E+08	1.092145328179814E+06
9.644685336803634E+07	1.244833380330909E+08	1.113587291742668E+06
9.450582834470887E+07	1.264195765224416E+08	1.135113251101829E+06
9.254077512277521E+07	1.283239783128233E+08	1.156545672598019E+06
9.055252571936728E+07	1.301963427701495E+08	1.177716665344290E+06
8.854176699107158E+07	1.320364275488577E+08	1.198604448139884E+06
8.650921384955311E+07	1.338438894753879E+08	1.219186529054672E+06
8.445551541534242E+07	1.356185360151940E+08	1.239463556094490E+06
8.238130209472509E+07	1.373602269838496E+08	1.259438236176766E+06
8.028722885145809E+07	1.390687920795310E+08	1.279108087600626E+06
7.817394847743230E+07	1.407440764834782E+08	1.298470783147916E+06
7.604211117583317E+07	1.423859406340242E+08	1.317524138778619E+06
7.389236409655845E+07	1.439942605829373E+08	1.336265993396431E+06
7.172535117473465E+07	1.455689254813333E+08	1.354694617588855E+06
6.954171254165433E+07	1.471098395982778E+08	1.372808281342961E+06
6.734208425646532E+07	1.486169212229326E+08	1.390605398024060E+06
6.512709796224821E+07	1.500901026669945E+08	1.408084617847130E+06
6.289738058723441E+07	1.515293297070157E+08	1.425244753453255E+06
6.065355195389059E+07	1.529345633574107E+08	1.442084126190931E+06
5.839622966363485E+07	1.543057725140707E+08	1.458601745637827E+06
5.612602350734494E+07	1.556429389216936E+08	1.474796345502518E+06
5.384345518594961E+07	1.569460656261362E+08	1.490668218553931E+06
5.154920606699114E+07	1.582151536767505E+08	1.506216230999656E+06
4.924387343363902E+07	1.594502214792834E+08	1.521439877797134E+06
4.692804426888878E+07	1.606512994417748E+08	1.536338803371400E+06
4.460229840561289E+07	1.618184275542893E+08	1.550912557586595E+06
4.226720894122133E+07	1.629516571818482E+08	1.565160878093481E+06
3.992334231033452E+07	1.640510490382479E+08	1.579083673975907E+06
3.757125790111884E+07	1.651166734782136E+08	1.592681025739923E+06
3.521150780454417E+07	1.661486105726132E+08	1.605953042813823E+06
3.284463688703530E+07	1.671469494522173E+08	1.618899964484759E+06
3.047118276088414E+07	1.681117884580464E+08	1.631522577903561E+06
2.809167520696658E+07	1.690432334022245E+08	1.643820847994238E+06
2.570663663722628E+07	1.699414001505908E+08	1.655795732726097E+06
2.331658161880871E+07	1.708064094467406E+08	1.667447301105440E+06
2.092201704981015E+07	1.716383905372958E+08	1.678776219577722E+06
1.852344233126795E+07	1.724374808014553E+08	1.689783173024483E+06
1.612134894756147E+07	1.732038240643822E+08	1.700468991048977E+06
1.371601072260810E+07	1.739375398602271E+08	1.711013412427157E+06
1.130768880659999E+07	1.746387527118568E+08	1.721599669297092E+06
8.896851237886261E+06	1.753076253007222E+08	1.732228781619214E+06
6.483958306586472E+06	1.759443260584435E+08	1.742901766053475E+06
4.069462547418808E+06	1.765490288845218E+08	1.753619639225222E+06
1.653808762658885E+06	1.771219129502867E+08	1.764383419772148E+06
-7.625659618104472E+05	1.776631624309702E+08	1.775194126562588E+06
